"Species_code","site","year","year_norm","Resilience","Rs_norm"
"188982","AGAU","newz082.crn",-1.64740804661538,-2.26168887690594,1.32302709069494,1.37289982666793
"188995","AGAU","newz082.crn",-1.1437498983357,-1.03083528214083,1.02601661565369,0.188080067466862
"189092","AGAU","newz084.crn",-1.64740804661538,-2.26168887690594,1.86970552642194,2.33904533199396
"189105","AGAU","newz084.crn",-1.1437498983357,-1.03083528214083,0.962594820821345,-0.165412531356728
"189202","AGAU","newz085.crn",-1.64740804661538,-2.26168887690594,0.913949027130721,-0.437861627844322
"189215","AGAU","newz085.crn",-1.1437498983357,-1.03083528214083,1.50839030453698,1.81116466322321
"189312","AGAU","newz087.crn",-1.64740804661538,-2.26168887690594,1.05959226346053,0.369517428320449
"189325","AGAU","newz087.crn",-1.1437498983357,-1.03083528214083,0.921630094043887,-0.396659164693332
"189422","AGAU","newz088.crn",-1.64740804661538,-2.26168887690594,1.15135471815634,0.791690219695391
"189435","AGAU","newz088.crn",-1.1437498983357,-1.03083528214083,1.00673035171515,0.0790457170996599
"189532","AGAU","newz090.crn",-1.64740804661538,-2.26168887690594,1.02528952966202,0.184318127312818
"189545","AGAU","newz090.crn",-1.1437498983357,-1.03083528214083,1.00835164835165,0.0887190811330406
"189642","AGAU","newz091.crn",-1.64740804661538,-2.26168887690594,0.803887311640096,-1.03913709989791
"189655","AGAU","newz091.crn",-1.1437498983357,-1.03083528214083,0.817070600632244,-0.963703402797382
"189656","AGAU","newz091.crn",-1.10500696385264,-0.995999242264191,1.03065660032029,0.213951010478278
"189752","AGAU","newz092.crn",-1.64740804661538,-2.26168887690594,0.983614951356887,-0.0459681745946602
"189765","AGAU","newz092.crn",-1.1437498983357,-1.03083528214083,0.96983606557377,-0.12284693173496
"189864","PCRU","nh001.crn",-1.56992217764927,-1.73639018506336,1.13953488372093,0.744512632769125
"189867","PCRU","nh001.crn",-1.45369337420012,-1.48759278923963,0.808697562047002,-1.00924140515886
"189871","PCRU","nh001.crn",-1.29872163626791,-1.19094401283805,1.0126582278481,0.111678492356941
"189883","PCRU","nh001.crn",-0.833806422471275,-0.700732089644533,1.08547888774459,0.498873336205255
"189974","TSCA","nh002.crn",-1.56992217764927,-1.73639018506336,0.98559300231541,-0.0349993209353882
"189977","TSCA","nh002.crn",-1.45369337420012,-1.48759278923963,0.713796253997259,-1.47512829723909
"189981","TSCA","nh002.crn",-1.29872163626791,-1.19094401283805,1.0860479409957,0.501566931298057
"189993","TSCA","nh002.crn",-0.833806422471275,-0.700732089644533,0.941191845269211,-0.287411040732303
"190084","PCRU","nh003.crn",-1.56992217764927,-1.73639018506336,1.12053905665086,0.661491915991386
"190087","PCRU","nh003.crn",-1.45369337420012,-1.48759278923963,0.873263888888889,-0.662149417881808
"190091","PCRU","nh003.crn",-1.29872163626791,-1.19094401283805,0.990697674418605,-0.00448957739252394
"190103","PCRU","nh003.crn",-0.833806422471275,-0.700732089644533,1.06514657980456,0.398659907899929
"190194","PCRU","nh004.crn",-1.56992217764927,-1.73639018506336,1.09116344136162,0.528100939453412
"190197","PCRU","nh004.crn",-1.45369337420012,-1.48759278923963,0.63013698630137,-1.8543537747966
"190201","PCRU","nh004.crn",-1.29872163626791,-1.19094401283805,0.913657344556068,-0.439897164959423
"190213","PCRU","nh004.crn",-0.833806422471275,-0.700732089644533,1.45833333333333,1.70364430856729
"190307","PIRE","nh005.crn",-1.45369337420012,-1.48759278923963,0.810625143118846,-0.99766296559354
"190309","PIRE","nh005.crn",-1.37620750523401,-1.34414520262079,0.884497041420118,-0.601051130163238
"190310","PIRE","nh005.crn",-1.33746457075096,-1.25636525479027,0.953030303030303,-0.218546787522899
"190318","PIRE","nh005.crn",-1.02752109488654,-0.902025878058734,0.807684650607207,-1.01629813567684
"190323","PIRE","nh005.crn",-0.833806422471275,-0.700732089644533,1.02859255607592,0.201268210258414
"190326","PIRE","nh005.crn",-0.717577619022117,-0.559348319390257,1.20004933399112,0.980008088340447
"190639","PIED","nm001.crn",-1.37620750523401,-1.34414520262079,0.736289631533848,-1.37256104888206
"190640","PIED","nm001.crn",-1.33746457075096,-1.25636525479027,0.936676681303444,-0.311995442788644
"190749","PSME","nm004.crn",-1.37620750523401,-1.34414520262079,0.715247524752475,-1.46772165838755
"190750","PSME","nm004.crn",-1.33746457075096,-1.25636525479027,0.843312360462756,-0.828168290840377
"190859","PIED","nm006.crn",-1.37620750523401,-1.34414520262079,0.744286840031521,-1.33332131573037
"190860","PIED","nm006.crn",-1.33746457075096,-1.25636525479027,0.990058835463583,-0.00871514304342904
"190964","PIPO","nm007.crn",-1.56992217764927,-1.73639018506336,2.57809694793537,2.86564409400028
"190973","PIPO","nm007.crn",-1.2212357673018,-1.10195198567005,0.974843889384478,-0.0956147102026995
"190982","PIPO","nm007.crn",-0.872549356954328,-0.741706984589359,0.890160183066362,-0.571725774349147
"191074","PSME","nm010.crn",-1.56992217764927,-1.73639018506336,2.32955376737381,2.73338154306116
"191092","PSME","nm010.crn",-0.872549356954328,-0.741706984589359,0.644373673036093,-1.79837780557155
"191182","PSME","nm011.crn",-1.64740804661538,-2.26168887690594,0.823494860499266,-0.92614679276114
"191184","PSME","nm011.crn",-1.56992217764927,-1.73639018506336,1.82543539894694,2.27484482876484
"191202","PSME","nm011.crn",-0.872549356954328,-0.741706984589359,0.708313077297035,-1.50395746386679
"191205","PSME","nm011.crn",-0.75632055350517,-0.601842081263436,1.01582849128431,0.131766022785454
"191294","PSME","nm012.crn",-1.56992217764927,-1.73639018506336,1.40648379052369,1.59468214640774
"191300","PSME","nm012.crn",-1.33746457075096,-1.25636525479027,0.970013542271232,-0.121915662200615
"191312","PSME","nm012.crn",-0.872549356954328,-0.741706984589359,0.92472024415056,-0.377729764333435
"191404","PIAR","nm014.crn",-1.56992217764927,-1.73639018506336,0.956647923090876,-0.196554258919607
"191409","PIAR","nm014.crn",-1.37620750523401,-1.34414520262079,0.961698900265453,-0.169831700185237
"191410","PIAR","nm014.crn",-1.33746457075096,-1.25636525479027,0.929886553840432,-0.349234118078337
"191417","PIAR","nm014.crn",-1.06626402936959,-0.959167574522801,1.07808911345889,0.463439956539688
"191422","PIAR","nm014.crn",-0.872549356954328,-0.741706984589359,0.882403067746059,-0.613754848911126
"191514","PIAR","nm015.crn",-1.56992217764927,-1.73639018506336,1.2628839146278,1.19186542333408
"191519","PIAR","nm015.crn",-1.37620750523401,-1.34414520262079,1.02906018136851,0.203963899414297
"191520","PIAR","nm015.crn",-1.33746457075096,-1.25636525479027,0.973487148350536,-0.103045869780895
"191527","PIAR","nm015.crn",-1.06626402936959,-0.959167574522801,1.00700607192901,0.0814302082561538
"191532","PIAR","nm015.crn",-0.872549356954328,-0.741706984589359,0.98330241187384,-0.0484798473974054
"191629","PSME","nm020.crn",-1.37620750523401,-1.34414520262079,0.812930374904361,-0.984929085597981
"191630","PSME","nm020.crn",-1.33746457075096,-1.25636525479027,1.19794229478864,0.971717585592649
"191638","PSME","nm020.crn",-1.02752109488654,-0.902025878058734,0.972707018195321,-0.107826024628274
"191642","PSME","nm020.crn",-0.872549356954328,-0.741706984589359,0.720087336244541,-1.44035998076877
"191732","PIPO","nm021.crn",-1.64740804661538,-2.26168887690594,1.19117647058824,0.948478840283813
"191734","PIPO","nm021.crn",-1.56992217764927,-1.73639018506336,2.04048096192385,2.51028355153462
"191743","PIPO","nm021.crn",-1.2212357673018,-1.10195198567005,1.07075995557671,0.425541501489977
"191748","PIPO","nm021.crn",-1.02752109488654,-0.902025878058734,0.832715957919692,-0.879114108206702
"191842","PSME","nm022.crn",-1.64740804661538,-2.26168887690594,1.14325618515563,0.760285021407138
"191844","PSME","nm022.crn",-1.56992217764927,-1.73639018506336,1.82324131789849,2.26960907986198
"191853","PSME","nm022.crn",-1.2212357673018,-1.10195198567005,1.27136258660508,1.21695553347659
"191858","PSME","nm022.crn",-1.02752109488654,-0.902025878058734,1.0921889191644,0.533878357355472
"191952","PIED","nm023.crn",-1.64740804661538,-2.26168887690594,1.57531519575315,1.92350140635788
"191954","PIED","nm023.crn",-1.56992217764927,-1.73639018506336,1.89965397923875,2.37073558774114
"191963","PIED","nm023.crn",-1.2212357673018,-1.10195198567005,1.09336941813261,0.5393681846206
"191968","PIED","nm023.crn",-1.02752109488654,-0.902025878058734,1.03809130913091,0.252351856295732
"192064","PSME","nm024.crn",-1.56992217764927,-1.73639018506336,1.99907278627724,2.46928250161612
"192073","PSME","nm024.crn",-1.2212357673018,-1.10195198567005,1.71370967741935,2.10314869399605
"192082","PSME","nm024.crn",-0.872549356954328,-0.741706984589359,0.72524199553239,-1.42233820289086
"192172","PSME","nm025.crn",-1.64740804661538,-2.26168887690594,1.62087186261559,1.99068705123359
"192174","PSME","nm025.crn",-1.56992217764927,-1.73639018506336,2.16524004465947,2.62808799232134
"192183","PSME","nm025.crn",-1.2212357673018,-1.10195198567005,1.4953431372549,1.78198858595072
"192188","PSME","nm025.crn",-1.02752109488654,-0.902025878058734,0.820193410916243,-0.94620375451291
"192192","PSME","nm025.crn",-0.872549356954328,-0.741706984589359,0.930646250844404,-0.346007903566452
"192284","PSME","nm026.crn",-1.56992217764927,-1.73639018506336,2.14958828911253,2.60383269142823
"192302","PSME","nm026.crn",-0.872549356954328,-0.741706984589359,0.716261748536975,-1.46154635519697
"192392","PIED","nm027.crn",-1.64740804661538,-2.26168887690594,1.13006459189665,0.704341642590123
"192394","PIED","nm027.crn",-1.56992217764927,-1.73639018506336,1.4117315284828,1.60608718914203
"192403","PIED","nm027.crn",-1.2212357673018,-1.10195198567005,0.893323100537222,-0.552241644789243
"192408","PIED","nm027.crn",-1.02752109488654,-0.902025878058734,0.914089347079038,-0.437135090192732
"192412","PIED","nm027.crn",-0.872549356954328,-0.741706984589359,0.551671732522796,-2.22351162884415
"192502","PIED","nm028.crn",-1.64740804661538,-2.26168887690594,1.33936800526662,1.41727309733794
"192504","PIED","nm028.crn",-1.56992217764927,-1.73639018506336,1.77979981801638,2.21116837444122
"192513","PIED","nm028.crn",-1.2212357673018,-1.10195198567005,0.961265223274696,-0.172243549054608
"192518","PIED","nm028.crn",-1.02752109488654,-0.902025878058734,0.825444307584023,-0.918469190952805
"192522","PIED","nm028.crn",-0.872549356954328,-0.741706984589359,0.67863590772317,-1.64518571890818
"192612","PIED","nm030.crn",-1.64740804661538,-2.26168887690594,1.88339070567986,2.35354043028641
"192614","PIED","nm030.crn",-1.56992217764927,-1.73639018506336,2.43020679468242,2.80674540729905
"192623","PIED","nm030.crn",-1.2212357673018,-1.10195198567005,1.28568320278503,1.26280688645328
"192628","PIED","nm030.crn",-1.02752109488654,-0.902025878058734,0.869521069554916,-0.683677234183196
"192632","PIED","nm030.crn",-0.872549356954328,-0.741706984589359,0.84846709627026,-0.79911855417498
"192722","PIED","nm031.crn",-1.64740804661538,-2.26168887690594,2.08868778280543,2.54574460965549
"192724","PIED","nm031.crn",-1.56992217764927,-1.73639018506336,2.45886981402003,2.82769771437894
"192733","PIED","nm031.crn",-1.2212357673018,-1.10195198567005,1.28016643550624,1.24197896311891
"192738","PIED","nm031.crn",-1.02752109488654,-0.902025878058734,0.84863024299644,-0.798755174868672
"192742","PIED","nm031.crn",-0.872549356954328,-0.741706984589359,0.892169937130882,-0.560102424240537
"192832","PIED","nm032.crn",-1.64740804661538,-2.26168887690594,1.69038748137109,2.07847882245765
"192834","PIED","nm032.crn",-1.56992217764927,-1.73639018506336,2.8753108348135,3.02627141259693
"192843","PIED","nm032.crn",-1.2212357673018,-1.10195198567005,1.084329004329,0.493496961026092
"192848","PIED","nm032.crn",-1.02752109488654,-0.902025878058734,0.870488661769403,-0.679013970324297
"192852","PIED","nm032.crn",-0.872549356954328,-0.741706984589359,0.552757793764988,-2.21575760677968
"192942","PIPO","nm033.crn",-1.64740804661538,-2.26168887690594,2.02716225875625,2.49515499246806
"192944","PIPO","nm033.crn",-1.56992217764927,-1.73639018506336,4.95971223021583,3.56149367894524
"192953","PIPO","nm033.crn",-1.2212357673018,-1.10195198567005,1.10334046404476,0.584366413111559
"192958","PIPO","nm033.crn",-1.02752109488654,-0.902025878058734,0.837882177479493,-0.855647089629959
"192962","PIPO","nm033.crn",-0.872549356954328,-0.741706984589359,0.696996006251085,-1.55145665193043
"193052","PIED","nm034.crn",-1.64740804661538,-2.26168887690594,1.69534050179211,2.08423834613618
"193054","PIED","nm034.crn",-1.56992217764927,-1.73639018506336,2.79117259552042,3.00149048664477
"193063","PIED","nm034.crn",-1.2212357673018,-1.10195198567005,1.05115483319076,0.325610642560451
"193068","PIED","nm034.crn",-1.02752109488654,-0.902025878058734,0.986165364583333,-0.0319605603051821
"193072","PIED","nm034.crn",-0.872549356954328,-0.741706984589359,0.68811089390439,-1.59327102102906
"193075","PIED","nm034.crn",-0.75632055350517,-0.601842081263436,1.07046442461679,0.423518534928291
"193162","PIED","nm035.crn",-1.64740804661538,-2.26168887690594,1.58188932364449,1.93797695773859
"193164","PIED","nm035.crn",-1.56992217764927,-1.73639018506336,6.81147540983607,4.04341298297501
"193182","PIED","nm035.crn",-0.872549356954328,-0.741706984589359,0.950960219478738,-0.229921094523497
"193185","PIED","nm035.crn",-0.75632055350517,-0.601842081263436,1.00940203083866,0.09455355643553
"193274","PIPO","nm036.crn",-1.56992217764927,-1.73639018506336,2.28524280999529,2.68666248886125
"193292","PIPO","nm036.crn",-0.872549356954328,-0.741706984589359,0.336717645546845,-3.23613271227622
"193295","PIPO","nm036.crn",-0.75632055350517,-0.601842081263436,0.942388758782201,-0.28067443049886
"193384","PIED","nm037.crn",-1.56992217764927,-1.73639018506336,2.33845616486203,2.73895881585168
"193402","PIED","nm037.crn",-0.872549356954328,-0.741706984589359,0.508300690169744,-2.40026783563662
"193405","PIED","nm037.crn",-0.75632055350517,-0.601842081263436,1.25859578156602,1.17642584630986
"193492","PIED","nm038.crn",-1.64740804661538,-2.26168887690594,1.44836852207294,1.68315141673708
"193494","PIED","nm038.crn",-1.56992217764927,-1.73639018506336,1.47176981541802,1.72839635209204
"193499","PIED","nm038.crn",-1.37620750523401,-1.34414520262079,0.82626337144965,-0.914450017888885
"193508","PIED","nm038.crn",-1.02752109488654,-0.902025878058734,1.38086606243706,1.52897406302012
"193512","PIED","nm038.crn",-0.872549356954328,-0.741706984589359,0.519549763033175,-2.35354043028641
"193602","PSME","nm039.crn",-1.64740804661538,-2.26168887690594,1.34744842562432,1.44110555341749
"193604","PSME","nm039.crn",-1.56992217764927,-1.73639018506336,1.62560935976601,1.99743636094847
"193609","PSME","nm039.crn",-1.37620750523401,-1.34414520262079,0.646141543382647,-1.79440028166917
"193618","PSME","nm039.crn",-1.02752109488654,-0.902025878058734,1.23290845886443,1.09369825171721
"193622","PSME","nm039.crn",-0.872549356954328,-0.741706984589359,0.646811819595645,-1.79176428737852
"193712","PIED","nm040.crn",-1.64740804661538,-2.26168887690594,1.27692307692308,1.23374030687064
"193714","PIED","nm040.crn",-1.56992217764927,-1.73639018506336,1.5125383828045,1.82495236592294
"193719","PIED","nm040.crn",-1.37620750523401,-1.34414520262079,0.72999492471663,-1.3963165719276
"193728","PIED","nm040.crn",-1.02752109488654,-0.902025878058734,0.96065104632445,-0.175326816631934
"193732","PIED","nm040.crn",-0.872549356954328,-0.741706984589359,0.792446043165468,-1.09586210606124
"193824","PIPO","nm044.crn",-1.56992217764927,-1.73639018506336,1.6080814717477,1.97188749039122
"193842","PIPO","nm044.crn",-0.872549356954328,-0.741706984589359,0.745791245791246,-1.32756209055348
"193934","PSME","nm046.crn",-1.56992217764927,-1.73639018506336,1.57974992375724,1.93453434510782
"193952","PSME","nm046.crn",-0.872549356954328,-0.741706984589359,0.642652215492509,-1.80709472542105
"194044","PIPO","nm047.crn",-1.56992217764927,-1.73639018506336,1.12325722368155,0.674862785932482
"194152","PIED","nm051.crn",-1.64740804661538,-2.26168887690594,1.22888816432996,1.08058445664048
"194154","PIED","nm051.crn",-1.56992217764927,-1.73639018506336,2.43014845831747,2.800026881678
"194163","PIED","nm051.crn",-1.2212357673018,-1.10195198567005,1.13996730690642,0.746430385250293
"194168","PIED","nm051.crn",-1.02752109488654,-0.902025878058734,0.846208998028321,-0.811169946439707
"194172","PIED","nm051.crn",-0.872549356954328,-0.741706984589359,0.727183513248283,-1.40974293030593
"194262","PIPO","nm052.crn",-1.64740804661538,-2.26168887690594,1.08523985239852,0.49752789599634
"194264","PIPO","nm052.crn",-1.56992217764927,-1.73639018506336,3.29959977129788,3.26200985833259
"194273","PIPO","nm052.crn",-1.2212357673018,-1.10195198567005,1.21231727773784,1.02206921347736
"194278","PIPO","nm052.crn",-1.02752109488654,-0.902025878058734,0.986953943467088,-0.0268085387717549
"194282","PIPO","nm052.crn",-0.872549356954328,-0.741706984589359,0.665790461885092,-1.7030809749125
"194374","PIED","nm055.crn",-1.56992217764927,-1.73639018506336,2.58,2.88205533462175
"194383","PIED","nm055.crn",-1.2212357673018,-1.10195198567005,1.21253253997769,1.02251455323802
"194392","PIED","nm055.crn",-0.872549356954328,-0.741706984589359,0.767649983427246,-1.21889609312098
"194484","PIPO","nm061.crn",-1.56992217764927,-1.73639018506336,1.63094571908226,2.00723894246877
"194490","PIPO","nm061.crn",-1.33746457075096,-1.25636525479027,0.905923344947735,-0.48441934862385
"194502","PIPO","nm061.crn",-0.872549356954328,-0.741706984589359,0.71743082205615,-1.45352490545445
"194594","PSME","nm063.crn",-1.56992217764927,-1.73639018506336,1.50548609339117,1.80171427917571
"194600","PSME","nm063.crn",-1.33746457075096,-1.25636525479027,0.768632332347907,-1.21143617217442
"194612","PSME","nm063.crn",-0.872549356954328,-0.741706984589359,0.629231770833333,-1.85730949899099
"194709","PSME","nm097.crn",-1.37620750523401,-1.34414520262079,0.744992672203224,-1.32947693442732
"194710","PSME","nm097.crn",-1.33746457075096,-1.25636525479027,1.01619221728911,0.134297195293481
"194814","PIED","nm111.crn",-1.56992217764927,-1.73639018506336,1.10237181723055,0.58123665397563
"194820","PIED","nm111.crn",-1.33746457075096,-1.25636525479027,0.9271484375,-0.365279461930675
"194826","PIED","nm111.crn",-1.10500696385264,-0.995999242264191,1.06430868167203,0.393946406026587
"194827","PIED","nm111.crn",-1.06626402936959,-0.959167574522801,1.01557093425606,0.130034655177581
"194828","PIED","nm111.crn",-1.02752109488654,-0.902025878058734,0.937363834422658,-0.307285411039842
"194832","PIED","nm111.crn",-0.872549356954328,-0.741706984589359,0.402801438576566,-2.89928156010711
"194924","PSME","nm112.crn",-1.56992217764927,-1.73639018506336,1.24729759541143,1.13648139111085
"194930","PSME","nm112.crn",-1.33746457075096,-1.25636525479027,0.959704880817253,-0.179887754290889
"194936","PSME","nm112.crn",-1.10500696385264,-0.995999242264191,1.34365904365904,1.43073955323968
"194937","PSME","nm112.crn",-1.06626402936959,-0.959167574522801,1.42514709086947,1.63204118342233
"194938","PSME","nm112.crn",-1.02752109488654,-0.902025878058734,1.38125643666323,1.53067617758545
"194942","PSME","nm112.crn",-0.872549356954328,-0.741706984589359,0.468654434250765,-2.61983062035571
"195032","PIED","nm118.crn",-1.64740804661538,-2.26168887690594,1.53117692907249,1.8543537747966
"195034","PIED","nm118.crn",-1.56992217764927,-1.73639018506336,1.4874251497006,1.76168501714853
"195039","PIED","nm118.crn",-1.37620750523401,-1.34414520262079,0.91243961352657,-0.446744164057274
"195048","PIED","nm118.crn",-1.02752109488654,-0.902025878058734,1.02542113323124,0.184989709522742
"195052","PIED","nm118.crn",-0.872549356954328,-0.741706984589359,0.511346444780635,-2.38410790344183
"195144","PIED","nm119.crn",-1.56992217764927,-1.73639018506336,2.03720817120623,2.50721164048352
"195150","PIED","nm119.crn",-1.33746457075096,-1.25636525479027,0.948067632850242,-0.248400593361078
"195161","PIED","nm119.crn",-0.91129229143738,-0.790984953143937,0.768453955277711,-1.21253709066872
"195162","PIED","nm119.crn",-0.872549356954328,-0.741706984589359,0.848813730439172,-0.797665669157417
"195254","PIPO","nm500.crn",-1.56992217764927,-1.73639018506336,1.76107899807322,2.18600477814125
"195259","PIPO","nm500.crn",-1.37620750523401,-1.34414520262079,0.702625820568928,-1.52516041720101
"195260","PIPO","nm500.crn",-1.33746457075096,-1.25636525479027,0.852882703777336,-0.776784381891661
"195267","PIPO","nm500.crn",-1.06626402936959,-0.959167574522801,1.13440366972477,0.72136610268221
"195272","PIPO","nm500.crn",-0.872549356954328,-0.741706984589359,0.657703194500607,-1.74148085817285
"195364","PIPO","nm501.crn",-1.56992217764927,-1.73639018506336,1.85444444444444,2.31528433276663
"195369","PIPO","nm501.crn",-1.37620750523401,-1.34414520262079,0.85480327541442,-0.765053676059189
"195373","PIPO","nm501.crn",-1.2212357673018,-1.10195198567005,1.30745991168952,1.32979654934848
"195382","PIPO","nm501.crn",-0.872549356954328,-0.741706984589359,0.462520458265139,-2.64955257755208
"195385","PIPO","nm501.crn",-0.75632055350517,-0.601842081263436,0.989752348420154,-0.0105638725010074
"195479","PSME","nm502.crn",-1.37620750523401,-1.34414520262079,0.739541160593792,-1.35615026776445
"195480","PSME","nm502.crn",-1.33746457075096,-1.25636525479027,0.977228207639569,-0.0827551247845108
"195582","PIPO","nm512.crn",-1.64740804661538,-2.26168887690594,1.20371071563802,0.992895915255105
"195584","PIPO","nm512.crn",-1.56992217764927,-1.73639018506336,2.29026217228464,2.69157145560155
"195593","PIPO","nm512.crn",-1.2212357673018,-1.10195198567005,0.941980127750177,-0.282735291525926
"195598","PIPO","nm512.crn",-1.02752109488654,-0.902025878058734,0.940478432849878,-0.290164412973842
"195692","PSME","nm520.crn",-1.64740804661538,-2.26168887690594,0.98869277440706,-0.0175630142617396
"195703","PSME","nm520.crn",-1.2212357673018,-1.10195198567005,0.893515106853353,-0.551011684030552
"195708","PSME","nm520.crn",-1.02752109488654,-0.902025878058734,0.898762886597938,-0.522038426815939
"195712","PSME","nm520.crn",-0.872549356954328,-0.741706984589359,0.909765715611227,-0.460942136114875
"195802","PIPO","nm529.crn",-1.64740804661538,-2.26168887690594,1.0875550660793,0.50997044195667
"195813","PIPO","nm529.crn",-1.2212357673018,-1.10195198567005,0.966346153846154,-0.144564092663313
"195818","PIPO","nm529.crn",-1.02752109488654,-0.902025878058734,0.89528547737503,-0.540131944133585
"195822","PIPO","nm529.crn",-0.872549356954328,-0.741706984589359,1.10339384372534,0.584993051434593
"195914","PSME","nm537.crn",-1.56992217764927,-1.73639018506336,2.36593317033415,2.75037584199629
"195923","PSME","nm537.crn",-1.2212357673018,-1.10195198567005,1.40350186897501,1.58812384901799
"195932","PSME","nm537.crn",-0.872549356954328,-0.741706984589359,0.691666666666667,-1.57612226203211
"196024","PIED","nm545.crn",-1.56992217764927,-1.73639018506336,1.81829938570967,2.2610186961415
"196033","PIED","nm545.crn",-1.2212357673018,-1.10195198567005,0.964426877470356,-0.155915448456125
"196042","PIED","nm545.crn",-0.872549356954328,-0.741706984589359,0.874605512308016,-0.656242146724159
"196134","PIED","nm546.crn",-1.56992217764927,-1.73639018506336,1.47189607794154,1.72898470998119
"196152","PIED","nm546.crn",-0.872549356954328,-0.741706984589359,0.620916568742656,-1.89411326526818
"196155","PIED","nm546.crn",-0.75632055350517,-0.601842081263436,1.44521629302179,1.6755784796241
"196244","PIED","nm547.crn",-1.56992217764927,-1.73639018506336,1.951065054692,2.42952096508833
"196262","PIED","nm547.crn",-0.872549356954328,-0.741706984589359,0.601636520241171,-1.96183769652514
"196265","PIED","nm547.crn",-0.75632055350517,-0.601842081263436,1.21178120617111,1.02006768795267
"196354","PIED","nm548.crn",-1.56992217764927,-1.73639018506336,1.18070755917536,0.908049882660113
"196359","PIED","nm548.crn",-1.37620750523401,-1.34414520262079,1.01401164043975,0.12085148356712
"196360","PIED","nm548.crn",-1.33746457075096,-1.25636525479027,1.24822862541332,1.14001477569368
"196367","PIED","nm548.crn",-1.06626402936959,-0.959167574522801,1.18790006194508,0.935105422184641
"196372","PIED","nm548.crn",-0.872549356954328,-0.741706984589359,0.635320702242308,-1.83838002248009
"196464","PIPO","nm549.crn",-1.56992217764927,-1.73639018506336,2.10422636103152,2.56298322082639
"196469","PIPO","nm549.crn",-1.37620750523401,-1.34414520262079,1.00289361702128,0.05972024934769
"196470","PIPO","nm549.crn",-1.33746457075096,-1.25636525479027,1.15485655029381,0.807139798108313
"196477","PIPO","nm549.crn",-1.06626402936959,-0.959167574522801,0.959547427154371,-0.180290368296529
"196482","PIPO","nm549.crn",-0.872549356954328,-0.741706984589359,0.601679857858181,-1.96003158930492
"196574","PIPO","nm550.crn",-1.56992217764927,-1.73639018506336,1.44967978042086,1.68807117863815
"196592","PIPO","nm550.crn",-0.872549356954328,-0.741706984589359,0.597398575410344,-1.98973023143504
"196684","PIPO","nm551.crn",-1.56992217764927,-1.73639018506336,1.76311095255084,2.18744713656749
"196689","PIPO","nm551.crn",-1.37620750523401,-1.34414520262079,0.998583569405099,0.0380384047867624
"196690","PIPO","nm551.crn",-1.33746457075096,-1.25636525479027,1.01404827859121,0.121117515347937
"196697","PIPO","nm551.crn",-1.06626402936959,-0.959167574522801,0.904145601617796,-0.49573537513282
"196702","PIPO","nm551.crn",-0.872549356954328,-0.741706984589359,0.611272645940505,-1.93026306785123
"196794","PIPO","nm552.crn",-1.56992217764927,-1.73639018506336,1.05918448139351,0.367821449545799
"196799","PIPO","nm552.crn",-1.37620750523401,-1.34414520262079,0.91029714072136,-0.458007199862177
"196800","PIPO","nm552.crn",-1.33746457075096,-1.25636525479027,0.950036737692873,-0.236298197715211
"196807","PIPO","nm552.crn",-1.06626402936959,-0.959167574522801,0.890390104662226,-0.570482291508779
"196812","PIPO","nm552.crn",-0.872549356954328,-0.741706984589359,0.944218850181663,-0.268744612822625
"196909","PIPO","nm553.crn",-1.37620750523401,-1.34414520262079,0.807965209430076,-1.01497114859364
"196910","PIPO","nm553.crn",-1.33746457075096,-1.25636525479027,0.9653953018439,-0.151105447417961
"196918","PIPO","nm553.crn",-1.02752109488654,-0.902025878058734,1.10342041475896,0.585149746904893
"196922","PIPO","nm553.crn",-0.872549356954328,-0.741706984589359,0.787996348699224,-1.11852957163602
"197014","PIPO","nm554.crn",-1.56992217764927,-1.73639018506336,1.82451348583134,2.27309264816448
"197019","PIPO","nm554.crn",-1.37620750523401,-1.34414520262079,0.952095808383233,-0.223688717182167
"197020","PIPO","nm554.crn",-1.33746457075096,-1.25636525479027,0.891548117154812,-0.564742599919929
"197027","PIPO","nm554.crn",-1.06626402936959,-0.959167574522801,0.807154276578737,-1.01895749307774
"197032","PIPO","nm554.crn",-0.872549356954328,-0.741706984589359,0.961871750433276,-0.168492211797734
"197124","PIPO","nm555.crn",-1.56992217764927,-1.73639018506336,2.72547025927809,2.96746275261308
"197129","PIPO","nm555.crn",-1.37620750523401,-1.34414520262079,0.879313560902817,-0.62864865860771
"197133","PIPO","nm555.crn",-1.2212357673018,-1.10195198567005,1.16271253459866,0.83975986912594
"197142","PIPO","nm555.crn",-0.872549356954328,-0.741706984589359,0.615068737725406,-1.91517111968902
"197145","PIPO","nm555.crn",-0.75632055350517,-0.601842081263436,1.00497649986176,0.0692473806790693
"197234","PIPO","nm556.crn",-1.56992217764927,-1.73639018506336,1.81524163568773,2.25594347052264
"197239","PIPO","nm556.crn",-1.37620750523401,-1.34414520262079,0.949416342412451,-0.239694176638615
"197243","PIPO","nm556.crn",-1.2212357673018,-1.10195198567005,1.07300837449001,0.438443024405467
"197252","PIPO","nm556.crn",-0.872549356954328,-0.741706984589359,0.641020721412126,-1.81252800007195
"197255","PIPO","nm556.crn",-0.75632055350517,-0.601842081263436,0.82982546201232,-0.893980649396315
"197344","PIPO","nm557.crn",-1.56992217764927,-1.73639018506336,1.40682901005823,1.59562466371907
